YEAR ,Cross location (ICIS LOCID),CROSS   NO,,FEMALE PARENT,, MALE PARENT ,,REMARKS
,,PR38590,,AR32-2-84-2 ,,IR75082-7-1-4-2,,
,,PR38591,,AR32-4-5-2 ,,IR75082-7-1-4-2,,
,,PR38592,,AR32-7-129 ,,IRBB62,,
,,PR38593,,BPI Ri10 / IRBB62 ,,SHZ-2,,
,,PR38594,,BPI Ri10 / ARC11554 X SHZ-2 ,,IRBB61,,
,,PR38595,,BPI Ri 10 / ARC11554 ,,NSIC Rc142,,
,,PR38596,,BPI Ri 10 / ARC11554,,NSIC Rc154,,
,,PR38597,,MAT 6 / IRBB61,,NSIC Rc142,,
,,PR38598,,SHS-2 / IR64,,NSIC Rc142,,
,,PR38599,,NSIC Rc154 ,,NSIC Rc142,,
,,PR38600,,AR32-19-3-2/ARC11554,,SHZ-2,,
,,PR38601,,MS6/IRBB21,,NSIC 142,,
,,PR38602,,AR32-19-3-2/ARC11554,,IR75082-7-1-4-2,,
,,PR38603,,BPI Ri10 / SHZ-2 ,,NSIC Rc142,,
,,PR38604,,NSIC Rc154/ARC11554,,NSIC Rc142,,
,,PR38605,,SHS-2/IR64,,NSIC Rc142,,
,,PR38606,,PR37286-18-18-8/ARC11554,,NSIC Rc154,,
,,PR38607,,AR32-11-76-1-2-2/SHZ-2,,IRBB 61,,
BLB,,PR38608,,AR32-19-3-3 / SHZ-2 ,,IRBB 62,,
,,PR38609,,AR32-19-3-2/ARC 11554,,IRBB 62,,
,,PR38610,,NSIC 142 / SHZ-2 ,,NSIC Rc142,,
,,PR38611,,PHILSCAT 1 / IRBB21,,IRBB 62,,
,,PR38612,,PSB Rc14 / SHZ-2 / AR19-3-4 ,,IRBB 62,,
,,PR38613,,AR32-4-5-2 / ARC11554 ,,IRBB 62,,
,,PR38614,,AR32-4-58-2 / ARC11554,,IRBB 62,,
,,PR38615,,AR32-19-3-2/ ARC11554,,NSIC Rc142,,
,,PR38616,,NSIC Rc142/ ARC11554 ,,NSIC Rc142,,
,,PR38617,,PHILSCAT 1 / IRBB21 ,,NSIC Rc142,,
,,PR38618,,PNIL 97/ ARC11554,,IRBB 61,,
,,PR38619,,AR32-4-5-2 / ARC11554 ,,IRBB 61,,
,,PR38620,,IR75082-7-1-4-2 / SHZ-2,,IRBB 61,,
,,PR38621,,IRBB62 / MS 8 ,,IRBB 62,,
,,PR38622,,IRBB62 / SHZ-2,,IRBB 62,,
,,PR38623,,MATATAG 1 / IRBB 62 ,,SHZ-2,,
,,PR38624,,MATATAG 1 / IRBB 61,,SHZ-2,,
,,PR38625,,AR32-7-129 / ARC 11554 ,,NSIC Rc142,,
,,PR38626,,MATATAG 6 / IRBB 62 ,,SHZ-2,,
,,PR38627,,MS 6 / IRBB 62 ,,SHZ-2,,
,,PR38628,,MS 6 / IRBB 61 ,,SHZ-2,,
,,PR38629,,MS 8 / SHZ-2,,IRBB 62,,
,,PR38630,,NSIC Rc142   ,,IRBB 5,,
,,PR38631,,PHILSCAT 1 / IRBB21 X SHZ-2,,IRBB 62,,
,,PR38632,,PNIL 302 / AR32-19-3-4 ,,IRBB 62,,
,,PR38633,,1R32-19-3-4/MAT 6 /AR32-19-3-4,,IRBB 62,,
,,PR38634,,AR32-11-76-1-2-2 / ARC11554 ,,SHZ-2,,
,,PR38635,,PNIL 387 / AR32-4-5-2 ,,IRBB 62,,
,,PR38636,,PNIL 412 / AR32-4-5-2 ,,IRBB 62,,
,,PR38637,,PNIL 515 / AR32-11-76-1-2-2 ,,IRBB 61,,
,,PR38638,,PNIL 522 / AR32-4-58-2,,IRBB 61,,
,,PR38639,,PNIL352 / AR32-19-3-4 ,,IRBB 62,,
,,PR38640,,PR37684-1 / AR32-19-3-4F1,,IRBB 62,,
,,PR38641,,PR37690-1 / PR37691-1 ,,IRBB 62,,
,,PR38642,,PR37692-1 / SHZ-2 ,,IRBB 61,,
,,PR38643,,PR37697-1/ MS8  ,,IRBB 62,,
,,PR38644,,PR37700-1 / IRBB62,,SHZ-2,,
,,PR38645,,AR32-11-76-1-2-2 / ARC11554,,IR75082-7-1-4-2,,
,,PR38646,,SHZ-2 / MS8,,IR75082-7-1-4-2,,
,,PR38647,,IR80754-19-3-2-3,,C7541WH-12-2-1,,
,,PR38648,,IR80754-19-3-2-3/ C7541WH-12-2-1,,IR77713-1-1-3-3,,
,,PR38649,,IR81090-7-1-3/ PR30536-B-17-1-3-1-1,,PR36711-B-1-1,,
,,PR38650,,IR81090-7-1-3,,PR31379-2B-10-1-2-1-2,,
,,PR38651,,IR81090-7-1-3/ PR31379-2B-10-1-2-1-2,,PR36880-B-33,,
,,PR38652,,IR81111-6-2-2,,PR34159-17-4,,
,,PR38653,,IR81535-17-1-2,,PR30648-5-4-5-MB-2-2-MB-1,,
,,PR38654,,IR81535-17-1-2/ PR30648-5-4-5-MB-2-2-MB-1,,PR30893-9-2-3-2-2-5-1-2-1-1-1-2,,
,,PR38655,,IR81575-21-3-3,,PR34056-B-19-1-2,,
,,PR38656,,IR81575-21-3-3/ PR34056-B-19-1-2,,PRJ 4,,
,,PR38657,,IR81575-21-3-3/ PR34056-B-19-1-2,,PR36701-B-9-2,,
,,PR38658,,IR81578-22-1-1,,PR31000-B-3-2-1-1,,
,,PR38659,,IR81578-22-1-1/ PR31000-B-3-2-1-1,,PR36695-B-2-1,,
,,PR38660,,IR81578,,C7313WH-19-3-3-1,,
,,PR38661,,IR81578/ C7313WH-19-3-3-1,,C684WH-3-3-2-2-1,,
,,PR38662,,IR81578,,Matatag 11,,
,,PR38663,,IR81578/ Matatag 11,,C6395-2B-1-2,,
,,PR38664,,IR80732-34-2-1-2,,PR30648-5-4-5-MB-2-2-MB-1,,
,,PR38665,,IR80732-34-2-1-2/ PR30648-5-4-5-MB-2-2-MB-1,,PR36701-B-9-2,,
,,PR38666,,IR80747-25-3-2-3,,PR37256-1-1,,
,,PR38667,,IR80747-25-3-2-3/ PR37256-1-1,,CN1225-59-8,,
BLB,,PR38668,,SR22746-68-2-3-4-2-4,,PR34159-40-1-1,,
TJ 2008DS,,PR38669,,SR22746-68-2-3-4-2-4/ PR34159-40-1-1,,PR36704-B-10-1,,
,,PR38670,,SR22746-68-2-3-4-2-4/ PR34159-40-1-1,,CN1223-54-9-2,,
,,PR38671,,IR72,,C7313WH-19-3-3-1,,
,,PR38672,,IR72/ C7313WH-19-3-3-1,,PR36904-B-3,,
,,PR38673,,IR72,,Matatag 11,,
,,PR38674,,IR72/ Matatag 11,,PR36925-B-2,,
,,PR38675,,Dasanbyeo,,PR30575-B-40-1-2-1-1,,
,,PR38676,,Dasanbyeo/ PR30575-B-40-1-2-1-1,,C6392-2B-3-3-1-3,,
,,PR38677,,Dasanbyeo,,DINORADO SUSI-20kR-30-3,,
,,PR38678,,Dasanbyeo/ DINORADO SUSI-20kR-30-3,,PR36695-B-2-1,,
,,PR38679,,Dasanbyeo/ PR33382-25-1-1,,PR26880-B-33,,
,,PR38680,,Dasanbyeo,,PR30858-6-3-2-1-2-1-2-2-1-3,,
,,PR38681,,Dasanbyeo/ PR30858-6-3-2-1-2-1-2-2-1-3,,PR36712-B-12-2,,
,,PR38682,,IR81535-17-1-2,,PR30648-5-4-5-MB-2-2-MB-1,,
,,PR38683,,IR81535-17-1-2/ PR30648-5-4-5-MB-2-2-MB-1,,IR75494-11-2-2-3-1-2/MEMBRANO,,
,,PR38684,,IR81578-22-1-1,,DINORADO SUSI-20kR-30-3,,
,,PR38685,,IR81578-22-1-1/ DINORADO SUSI-20kR-30-3,,IR75494-11-2-2-3-1-2/MEMBRANO,,
,,PR38686,,IR81111-6-2-2/ PR34159-17-4,,CALROSE 1,,
,,PR38687,,IR81111-6-2-2/ PR34159-17-4,,CALROSE 2,,
,,PR38688,,IR81535-17-1-2,,PR30858-6-3-2-1-2-1-5-3-2-3,,
,,PR38689,,IR81578-22-1-1,,PR31000-B-3-2-1-1,,
,,PR38690,,IR81578-22-1-1,,PR30575-B-40-1-2-1-1,,
,,PR38691,,IR81578,,Matatag 11,,
,,PR38692,,Calrose 1,,MATATAG 11,,
,,PR38693,,Calrose 1,,PR33371-21-1-2,,
,,PR38694,,Calrose 1,,PSB Rc18,,
,,PR38695,,PR29386,,C7313WH-19-3-3-1,,
,,PR38696,,IR81578-22-1-1,,PSB Rc18,,
,,PR38697,,IR81578-22-1-1,,C747WH-11-3-3,,
,,PR38698,,IR81218-17-3-2-1,,C6896WH-p2-6-3-2,,
,,PR38699,,IR77509-22,,MS 7,,
,,PR38700,,IR77509-22,,PSB Rc128,,
,,PR38701,,IR77509-22,,STA MARIA,,
,,PR38702,,STA MARIA,,PSB Rc160,,
,,PR38703,,PR29264-AC 47,,PSB Rc82,,
,,PR38704,,PR29264-AC 47 ,,PSB Rc28,,
,,PR38705,,PR29264-AC 10,,PSB Rc28,,
,,PR38706,,PSB Rc82 ,,PR29264-AC 10,,
,,PR38707,,PSB Rc28 ,,PR29264-AC 47,,
,,PR38708,,PSB Rc28 ,,PR29264-AC 31,,
,,PR38709,,IR72967-12-2-3,,PR34156-18-2-2,,
,,PR38710,,PR33212-CB-1-3,,IRBB 61,,
,,PR38711,,PSB RC 68,,PR34141-36-1-J2,,
,,PR38712,,PSB RC 68,,C6979-2B-9-1,,
,,PR38713,,KHAMU,,IRBB 61,,
,,PR38714,,PSB Rc 74,,IRBB 61,,
,,PR38715,,NSIC Rc 150,,Matatag 9 ,,
,,PR38716,,NSIC Rc 160,,IRBB 61,,
,,PR38717,,Matatag 9 ,,C6594-B-20-2-1,,
,,PR38718,,Matatag 4,,IRBB 62,,
,,PR38719,,Matatag 4,,C6594-B-20-2-1,,
TJ 2008DS,,PR38720,,Matatag 4,,IRBB 61,,
BSP 07WS,,PR38721,,IR69800-5-2-3/ /PR33212-cb-2/IRBB21,,IRBB 61,,
,,PR38722,,IR69800-5-2-3/Matatag 2,,IRBB 61,,
,,PR38723,,KHAMU/PR35225-3B-20,,IRBB 61,,
,,PR38724,,IR72768-AC-2/Matatag 2,,IRBB 61,,
,,PR38725,,RR272-18-832 /NSIC Rc 118,,IRBB 62,,
,,PR38726,,PR33212-cb-2   /PR35225-3B-20,,IRBB 61,,
,,PR38727,,PR33212-cb-2   /PR35225-3B-20,,IRBB 62,,
,,PR38728,,PR33212-cb-3-1/PR35225-3B-20,,IRBB 61,,
,,PR38729,,MS 6/IR67964-46-1-3-2,,IRBB 62,,
,,PR38730,,PR32113-8-1-2,,Arroz Da Terra,,
F1 IL 08DS,,PR38731,,IR72878-101-2-3-3,,PRC8573WH-4-1-2-1-1,,
,,PR38732,,WAGWAG V9-1,,DINORADO-1,,
F1 IL 08DS,,PR38733,,CB6395-2B-1-2,,IR77700-84-2-2-2/PR35225-3B-20,,
,,PR38734,,PR37091-1,,C7320WH-11-2-3-1/ADRON117,,
,,PR38735,,PR37091-2,,PR35225-3B-20,,
,,PR38736,,PR36880-B-33,,IR77700-84-2-2-2/JASMINE,,
,,PR38737,,PR36690-B-3-1,,PR254621-1-1-1-2,,
,,PR38738,,PR36695-B-2-1,,PR35225-3B-20,,
,,PR38739,,PR36712-B-12-1,,C7541WH-12-2-1/AR32-19-3-4,,
,,PR38740,,PR36714-B-3-4,,C6634WH-1-1-1-1-1-1-3/ADRON111,,
,,PR38741,,PR35779-B-3-3-1,,PR35225-3B-20,,
,,PR38742,,PR30893-9-2-3-2-2-5-1-2-1-1-1-2,,KASTURI,,
,,PR38743,,IR69800-5-2-3,,PR33212-cb-2,,
,,PR38744,,IR72768-AC-2,,Matatag 9 (IR73885),,
,,PR38745,,IR72768-AC-2,,PR33212-cb-2/IRBB21,,
,,PR38746,,OMCS 95-5,,NSIC Rc 118,,
,,PR38747,,RR272-18-832,,IR68144,,
,,PR38748,,RR272-18-832,,IR77186-122-2-2-3/PR31942-6-1,,
,,PR38749,,IR69800-5-2-3/ADRON111,,C7541WH-12-2-1/AR32-19-3-4,,
,,PR38750,,C6688wh-6-2-2-1-3/ADRON 117,,IR69800-5-2-3/ADRON111,,
,,PR38751,,C6632WH-2-3-1-1-1/ADRON125,,IR69800-5-2-3/ADRON111,,
,,PR38752,,C7541WH-12-2-1/ADRON125,,IR76596-9-1-B/PR30460-43-1-3-2-4-1-1-1-4,,
,,PR38753,,LP0368/ADRON111,,IR67406/MAGNOLIA,,
,,PR38754,,PR37160-1-2/ADRON125,,PR35225-3B-20,,
,,PR38755,,PR30540-B--19-1-3-2  /  PR35225-3B-20,,IRBB 62,,
,,PR38756,,PR37091-1/PR33212-CB-1,,IRBB 61,,
,,PR38757,,PR35779-B-3-1-2 /PR35225-3B-20,,IRBB 61,,
,,PR38758,,KHAMU//PR33212-cb-2/IRBB21,,IRBB 61,,
,,PR38759,,KHAO LEARN //IR77700-84-2-2-2/JASMINE     ,,IRBB 61,,
,,PR38760,,C6392-2B-3-3-1-3//IR76596-9-1-B/PR30460-43-1-3-2-4-1-1-1-4,,PR30540-B--19-1-3-2,,
,,PR38761,,PR36904-B-3//C7541WH-12-2-1/ADRON125,,IRBB 62,,
,,PR38762,,PR36695-B-2-1 // IR75494-11-2-2-3-1-2/JAPAYUKI,,IRBB 62,,
,,PR38763,,PR36704-B-10-1//JAPAYUKI/JASMINE,,IRBB 62,,
,,PR38764,,PR36712-B-12-2//IR72967-12-2-3/MATATAG 5,,IRBB 62,,
,,PR38765,,PR30893-9-2-3-2-2-4-4-7-3-3-1-2 //C6688WH-6-2-2-1-3/PR31563-AR32-19-3-3,,IRBB 62,,
,,PR38766,,PR30893-9-2-3-2-2-4-4-7-3-3-1-2 //C6688WH-6-2-2-1-3/PR31563-AR32-19-3-3,,PR30540-B--19-1-3-2,,
,,PR38767,,PR34544-B-7-3-2-1-1-2-1//C6688WH-6-2-2-1-3/PR31563-AR32-19-3-3,,PR30540-B--19-1-3-2,,
,,PR38768,,KHAMU//C7541WH-12-2-1/Jasmine,,IRBB 61,,
,,PR38769,,PR33212-cb-1-2/PR30255WH-9A-C1-1-1-2//C7541WH-12-2-1/AR32-19-3-4,,IRBB 62,,
,,PR38770,,PR33382-25-1-1/PR34201-13//IR75494-11-2-2-3-1-2/MEMBRAMO,,IRBB 62,,
,,PR38771,,LP0368/ADRON125//IR75494-11-2-2-3-1-2/MEMBRAMO,,IRBB 62,,
,,PR38772,,LP0331/ADRON117//IR77700-84-2-2-2/PR35225-3B-20,,IRBB 62,,
,,PR38773,,Suphanburi,,Matatag 4,,
,,PR38774,,Suphanburi,,AR32-19-3-4,,
,,PR38775,,IRBB 62,,PR36880-B-33,,
,,PR38776,,NSIC Rc 146,,IR67017-13-3-3,,
,,PR38777,,PJ 21,,IR66231-96-3-3,,
,,PR38778,,PR33212-cb-1-1,,Matatag 4/IRBB 62,,
,,PR38779,,PR33212-cb-1-1,,NSIC Rc 160,,
,,PR38780,,PR33212-cb-1-2,,IR73888-1-4-5,,
,,PR38781,,PR33212-cb-1-2,,IRBB 62,,
,,PR38782,,PR33212-cb-1-3,,IR75342-24-1-2-2,,
,,PR38783,,PR33212-cb-2,,IR77542-520-1-1-1-1-3,,
,,PR38784,,PR33212-cb-3,,PSB RC 158,,
,,PR38785,,PR33217-cb-1,,PSB RC 68/C6979-2B-9-1,,
,,PR38786,,PR33217-cb-1,,IR78536-87-3-1-2,,
,,PR38787,,PR37143-3-1-1,,IR79233-1-2-1-2,,
,,PR38788,,PR37143-3-1-1,,PR33212-cb-1-3/IRBB 61,,
,,PR38789,,PR37147-3-2-1,,IR79226-98-1-1-3,,
,,PR38790,,PR36693-B-1-2-2-1,,IR79504-48-1-6-2,,
,,PR38791,,PR36695-B-6-4-1-1,,IR79504-48-1-6-2,,
,,PR38792,,PR37088-B-26-2-3,,IR79526-20-2-2-2,,
,,PR38793,,PR37088-B-26-3-1,,PR37088-B-26-3-5,,
,,PR38794,,PR37088-B-26-3-3,,PSB Rc 74/IRBB 61,,
,,PR38795,,PR37088-B-26-3-3,,PR37091-2/PR35225-3B-20,,
,,PR38796,,PR37088-B-26-3-4,,Matatag 4/IRBB 62,,
F1 IL 08WS,,PR38797,,PR37088-B-26-3-4,,IR77542-28-1-1-1-1-1,,
,,PR38798,,PR37088-B-26-3-4,,Matatag 4/IRBB 62,,
,,PR38799,,PR37088-B-26-3-5,,PSB Rc 74/IRBB 61,,
,,PR38800,,PR37088-B-26-3-5,,IR77542-520-1-1-1-1-3,,
,,PR38801,,PR37091-B-5-1-2,,PSB RC 68/C6979-2B-9-1,,
,,PR38802,,PR36880-B-1-38-1-1,,IR78086-15-1-1-3-5,,
,,PR38803,,PR36881-B-1-35-1-1,,NSIC Rc 160,,
,,PR38804,,PR36881-B-1-38-1-2,,IR77542-112-1-1-1-1-3,,
,,PR38805,,PR36905-B-1-5-2-1,,IR72861-49-1-3-2,,
,,PR38806,,PR36905-B-1-7-2-2,,IR78554-39-1-2-1,,
,,PR38807,,PR36905-B-1-11-2-1,,IR78581-12-3-2-2,,
,,PR38808,,PR36905-B-1-17-1-2,,IR78527-131-2-3-2,,
,,PR38809,,PR36905-B-1-17-1-2,,IR72870-19-2-2-3,,
,,PR38810,,ADRON 125,,IR 64,,
,,PR38811,,ADRON 125,,TOX981-5-1-1,,
,,PR38812,,IR77700-84-2-2-2,,IR67017-13-3-3,,
,,PR38813,,IR77700-84-2-2-2,,IR67017-13-3-3,,
,,PR38814,,IR77713-30-1-1-3-3,,PR36695-B-6-4,,
,,PR38815,,C6392-2B-3-3-1-3,,IR66231-96-3-3,,
,,PR38816,,C6392-2B-3-3-1-3,,PR37160-9-3-1-1,,
,,PR38817,,C7007-11-2-2-1,,PR37160-10-2-1-1,,
,,PR38818,,C6395-2B-1-2,,PR36830-23-1-1-1-1,,
,,PR38819,,PR36880-B-33,,IR78573-16-3-1-2,,
,,PR38820,,PR36701-B-9-2,,IRBB 62,,
,,PR38821,,PR35776-B-14-3-1,,IRBB 62,,
,,PR38822,,PR30893-9-2-3-2-2-5-1-2-1-1-1-2,,IR67017-13-3-3,,
,,PR38823,,PR33461-10-11,,IRBB 62,,
,,PR38824,,PR33411-11-B-9,,IRBB 62,,
,,PR38825,,C7541WH-12-2-1,,IR65912-31-2-4-2-3-1,,
,,PR38826,,PJB1(98tb14-23),,Matatag 4/IRBB 62,,
,,PR38827,,PJB1(98tb14-23),,IR78530-45-3-1-3,,
,,PR38828,,DS06J15-5-1(TML 1/98TB14-23E),,IR72870-19-2-2-3,,
,,PR38829,,DS06J15-5-1-1(TML 1/98TB14-23E),,IR72870-19-2-2-3,,
,,PR38830,,DS06J15-5-1-1,,IR77542-520-1-1-1-1-3,,
,,PR38831,,MAGNOLIA,,IR66233-234-2-1-2,,
,,PR38832,,PR29768-13-1-1-1,,IR66233-234-2-1-2,,
,,PR38833,,IN AY YUHIP,,DS06J18-2-2(PJ7/PSB Rc82),,
,,PR38834,,ONJ17-9-1(PJ7/PSB Rc82),,IR66233-234-2-1-2,,
,,PR38835,,ONJ17-9-1(PJ7/PSB Rc82),,BASMATI T3,,
,,PR38836,,PR35779-B-3-3-1/PR35225-3B-20,,Matatag 4/IRBB 62,,
,,PR38837,,PR35779-B-3-3-1/PR35225-3B-20,,IR72768-AC-2/Matatag 9 ,,
,,PR38838,,IR72768-AC-2/MATATAG 9,,PR37973/IRBB 61,,
,,PR38839,,CALROSE,,PR37981/IRBB 62,,
,,PR38840,,PJ 7,,PJ 21,,
,,PR38841,,PJ 7,,PJ 27,,
,,PR38842,,TMIA,,OITLI 30-2-3-1,,
,,PR38843,,FUKUHIBIKI,,OITLI 30-2-3-1,,
,,PR38844,,FUKUHIBIKI,,PJ 2,,
,,PR38850,,PR36905-B-1-5-2-1,,IR84194-139,,
,,PR38851,,PSB Rc82,,IR84194-139,,
,,PR38852,,PR30536-B-1-2,,IR841-85,,
,,PR38853,,PR36880-B-1-5-1-1,,IR841-85,,
,,PR38854,,PR30536-B-1-2,,IR84194-139,,
,,PR38855,,PR36905-B-1-21-1-2,,ONJ 17-9-3,,
,,PR38856,,PR36905-B-1-21-1-2,,IR841-85,,
,,PR38857,,ONJ 17-9-3,,HIDEKOMOCHI,,
,,PR38858,,PR36905-B-1-21-1-2,,IN AY YUHIP,,
,,PR38859,,PR36880-B-1-5-1-1,,KHAIYAN,,
,,PR38860,,PR36880-B-1--1-1,,HIDEKOMOCHI,,
F1 IL08WS,,PR38861,,PR38269,,PR33176-1-3,,
F1J 06DS,,PR38862,,IR2006-P12-12-2-2,,PR32771-9-2-B-B,,
,,PR38863,,GIZA 159,,PR32220-16-B-1-2,,
,,PR38864,,IRGC 76365,,NSIC Rc120,,
,,PR38865,,MRC 603-383,,PR32771-9-2-B-B,,
,,PR38866,,IR22,,PR32771-9-2-B-B,,
,,PR38867,,PR34159-13-1,,SHZ 2,,
,,PR38868,,PR36951-B-B-12,,SHZ 2,,
,,PR38869,,PR34712-10-1-1-3-2,,SHZ 2,,
,,PR38870,,PR35467-3-1-1-2-1,,SHZ 2,,
,,PR38871,,PR34727-3-1-1-1-1,,SHZ 2,,
,,PR38872,,PR34736-3-2-1-1,,SHZ 2,,
,,PR38889,,AR32-19-3-4/Matatag 6/AR32-4-5-2,,,,
,,PR38890,,PSB Rc28 / AR32-19-3-4/AR32-4-5-2,,,,
,,PR38891,,PSB Rc28 / PSB Rc18/AR32-4-5-2,,,,
,,PR38892,,MS6 / AR32-19-3-3/AR32-4-5-2,,,,
,,PR38893,,PSB Rc 28 / AR32-19-3-4/PSB RC 142,,,,
,,PR38894,,AR32-19-3-4/Matatag 6/PSB RC 142,,IRBB62,,
,,PR38895,,AR32-19-3-4/Matatag 6/PSB RC142,,IRBB61,,
,,PR38896,,AR32-19-3-4/Matatag 6/AR32-4-5-2,,NSIC 142,,
,,PR38897,,AR32-19-3-4/Matatag 6/AR32-4-5-2,,IRBB62,,
,,PR38898,,AR32-18-43-1-3-1-B-B-MB-2 / IR73888-1-2-7/AR32-4-5-2,,NSIC 142,,
,,PR38899,,AR32-19-3-3/IR75082-99-10-9-1B/AR32-4-58-2,,NSIC 154,,
,,PR38900,,SHZ-2/IRBB62,,IRBB61,,
,,PR38901,,AR32-4-5-2 / ARC11554 / AR32-4-5-2,,IRBB62,,
,,PR38902,,MS 6 x IRBB21 / IRBB21/MS6,,NSIC 142,,
,,PR38903,,MS 8 x IRBB21 / IRBB21/IRBB62,,NSIC 142,,
,,PR38904,,AR32-19-3-4 / ARC11554 / SHZ-2,,IRBB62,,
,,PR38905,,AR32-11-63-3 x SHZ-2 / IRBB62,,AR32-19-3-4,,
,,PR38906,,AR32-2-84-2 / IR75082-7-1-4-2,,AR32-19-3-4,,
,,PR38907,,BPI Ri10 / IRBB62 / SHZ-2,,AR32-4-5-2,,
,,PR38908,,BPI Ri 10 / ARC11554 / NSIC 142,,NSIC 142,,
,,PR38909,,MS6 / IRBB21 / NSIC 142,,IRBB62,,
,,PR38910,,BPI Ri10 / SHZ-2 / NSIC 142,,IRBB61,,
,,PR38911,,SHS-2 / IR64 / NSIC 142,,IRBB62,,
,,PR38912,,AR32-11-76-1-2-2 / SHZ-2/IRBB61,,IRBB61,,
,,PR38913,,AR32-11-76-1-2-2 / SHZ-2 / IRBB61,,AR32-4-5-2,,
,,PR38914,,PHILSCAT 1 / IRBB21 X IRBB62,,AR32-4-5-2,,
,,PR38915,,PSB Rc14 / SHZ-2 / AR19-3-4 / IRBB62,,NSIC 142,,
BLB,,PR38916,,PSB Rc14 / SHZ-2 / AR19-3-4 / IRBB62,,IRBB62,,
08 DS,,PR38917,,AR32-4-58-2 / ARC11554 / IRBB62,,AR32-4-5-2,,
,,PR38918,,NSIC 142/ ARC11554 / NSIC 142,,IRBB62,,
,,PR38919,,IRBB62 / MS 8 / IRBB61,,IRBB62,,
,,PR38920,,MATATAG 6 / IRBB62 / SHZ-2,,AR32-19-3-4,,
,,PR38921,,PR37684-1 / AR32-19-3-4F1 / IRBB62,,IRBB61,,
,,PR38922,,IRAT 104-AC,,AR32-2-84-2,,
,,PR38923,,NAMSAAN 19-AC,,IRBB61,,
,,PR38924,,WAB 56-77,,IRBB62,,
,,PR38925,,WAB 56-77,,IRBB61,,
,,PR38926,,JASMINE,,BPI Ri 10,,
,,PR38927,,NSIC Rc128,,IRBB62,,
,,PR38928,,NSIC Rc128,,IRBB61,,
,,PR38929,,KHAMU/IR68144,,PSB Rc14,,
,,PR38930,,CMS3 SP(B) FR IAC,,IRBB62,,
,,PR38931,,PR30907-4-1-1-2(G/Br),,IRBB61,,
,,PR38932,,PR30907-4-1-1-2(G/Br),,PSB Rc 14,,
,,PR38933,,PR30907-4-1-1-2(G/Br),,AR32-4-58-2,,
,,PR38934,,PR30907-4-1-1-2(G/Br),,NSIC 154,,
,,PR38935,,PR30907-4-1-1-2(G/Br),,IRBB62,,
,,PR38936,,PR30907-4-1-1-2(G/Br),,IRBB61,,
,,PR38937,,PR30907-4-1-1-2(G/Br),,IRBB61,,
,,PR38940,,WAB 891 SG 35,,MAGNOLIA,,
,,PR38941,,WAS 62-B-B-14-1,,JASMINE,,
,,PR38942,,WAS 174-B-3-15,,WAB 56-77,,
,,PR38943,,WAS 174-B-3-15,,IR71137,,
,,PR38944,,WAS 174-B-3-15,,IRBB 61,,
,,PR38945,,MS6,,KHAMU,,
,,PR38946,,NSIC Rc128,,PR30907-4-1-1-2/KHAMU,,
,,PR38947,,PR30907-4-1-1-2(G/Br),,MAGNOLIA,,
,,PR38948,,PR30907-4-1-1-2(G/Br),,JASMINE,,
,,PR38949,,PR30907-4-1-1-2(G/Br),,PR26600-B-4(A),,
,,PR38950,,HR17570-21-5-2-5-3-3-2-4(J),,CHERRY BLOSSOM,,
,,PR38951,,SUPER BASMATI,,PR36909-B-4-2,,
,,PR38952,,JALMAGNA,,PR36909-B-4-2,,
,,PR38953,,ADRON 124,,MINERVA,,
,,PR38954,,ADRON 124,,PR28280-1-1-1-2-1 (NG/B),,
,,PR38955,,ADRON 125,,NSIC Rc17,,
,,PR38956,,ADRON 125,,MS6,,
,,PR38957,,ADRON 125,,JASMINE,,
,,PR38958,,86026-TR903-5-1-1,,JASMINE,,
,,PR38959,,WAS 197-B-6-3-6,,IRBB 61,,
BLB,,PR38960,,MAGNOLIA,,IRBB 62,,
08 DS,,PR38961,,NSIC Rc128,,WAS 174-B-3-15,,
,,PR38962,,KASTURI,,JASMINE,,
,,PR38963,,KASTURI,,PR36909-B-4-2-1,,
,,PR38964,,AZUCENA,,MINERVA,,
,,PR38965,,NEW SABARMATI,,MAGNOLIA,,
,,PR38966,,KDML,,CALROSE 1(J),,
,,PR38967,,IR68144,,ADRON 124,,
,,PR38968,,IR73571-3B-3-1,,ADRON 124,,
,,PR38969,,IR75399-2B-4-2-1,,BASMATI 370,,
,,PR38970,,ANFC-2,,NSIC Rc128,,
,,PR38971,,IR66696-49-1-2,,BASMATI 370,,
,,PR38972,,CNT87040-33-1-1,,NSIC Rc128,,
,,PR38973,,CI 5307 (ACC 32566),,IRAT 112,,
,,PR38974,,NSIC Rc128,,IR68144,,
,,PR38976,,BASMATI 370,,WAS 19-B-B-65-5-2,,
,,PR38977,,MADHUKAR (SIT 5473),,CHERRY BLOSSOM,,
,,PR38978,,MADHUKAR (SIT 5474),,IR68144,,
,,PR38979,,IR77588-AC11,,IR841-85,,
,,PR38980,,IRGC 78478,,OM 3536,,
,,PR38981,,IR75263-7-3-1-2,,OM 3536,,
,,PR38982,,MAK HEEN SOUNG,,OM 3536,,
,,PR38983,,KHAMU/IR68144,,OM 6048-2,,
,,PR38984,,KHAO LERN,,OM 6048-2,,
,,PR38985,,IR67961-15-1-1,,OM 6048-2,,
,,PR38986,,IR779 IR77-8-3,,AZUCENA,,
,,PR38987,,IR71669-1-2-2-5,,AZUCENA,,
